Ticker,Price,Number of Shares to Buy,One-Year Price Return,One-Year Return Percentile,Six-Month Price Return,Six-Month Return Percentile,Three-Month Price Return,Three-Month Return Percentile,One-Month Price Return,One-Month Return Percentile,HQM Score
O,62.7400016784668,N/A,0.13165626425586696,0.34675615212527966,0.019575915957901695,0.07382550335570469,0.03985970325246302,0.19686800894854584,0.04116561330563755,0.3914988814317673,0.25223713646532436
ODFL,210.97000122070312,N/A,0.40497942953046734,0.774049217002237,0.0948315898624901,0.4049217002237136,0.03996368510442413,0.19910514541387023,0.09780189649054372,0.7270693512304249,0.5262863534675615
OKE,94.98999786376953,N/A,0.35461084499971823,0.7046979865771812,0.12965358943291622,0.5011185682326622,0.04118928702721562,0.203579418344519,0.02782929776815319,0.2885906040268456,0.424496644295302
OMC,87.56999969482422,N/A,0.19365324100231732,0.4787472035794183,0.2954966888463677,0.8501118568232662,0.24955800517939547,0.8389261744966443,0.07145474242043068,0.5995525727069351,0.691834451901566
ORCL,150.52000427246094,N/A,0.3868391514275872,0.7494407158836688,0.053508249257590804,0.21700223713646533,0.21718753360260118,0.785234899328859,0.19072858090248113,0.930648769574944,0.6705816554809843
ORLY,91.05000305175781,N/A,0.10330901880231731,0.2796420581655481,0.058038489528328845,0.24832214765100669,0.02892988190517772,0.14541387024608501,0.05810575040877771,0.5145413870246085,0.29697986577181207
OTIS,72.62999725341797,N/A,0.1513780249303279,0.39821029082774045,0.18164347171788817,0.668903803131991,0.029013288551386084,0.14765100671140938,0.005170319257495505,0.04697986577181208,0.31543624161073824
OXY,58.36000061035156,N/A,0.3352808530590257,0.6890380313199106,0.27866156262633585,0.8210290827740492,0.016612471923712076,0.0894854586129754,0.06379875977142412,0.5637583892617449,0.54082774049217
PAYC,218.1300048828125,N/A,0.01382554366103369,0.035794183445190156,0.7502287665802206,0.9731543624161074,0.6054405908498194,0.9865771812080537,0.4744491096598839,0.9977628635346756,0.7483221476510067
PAYX,122.0199966430664,N/A,0.07852228285613178,0.2214765100671141,0.3231219825032655,0.8747203579418344,0.3468482124585989,0.9261744966442953,0.07780819273873676,0.6263982102908278,0.6621923937360179
PCAR,130.7899932861328,N/A,0.3644304412842001,0.7225950782997762,0.03577669539805208,0.16554809843400445,0.1886902742788009,0.7203579418344519,0.03911501804928983,0.3803131991051454,0.4972035794183445
PEG,76.04000091552734,N/A,0.07930694504348221,0.22595078299776286,0.10481129857988132,0.42729306487695745,0.0034150511930479983,0.017897091722595078,0.03306203578713834,0.33333333333333326,0.25111856823266215
PEP,140.7899932861328,N/A,0.026833652050804804,0.09395973154362416,0.13497454934232544,0.5212527964205816,0.04592771838300962,0.232662192393736,0.026764865079004743,0.2751677852348993,0.2807606263982103
PFE,26.790000915527344,N/A,0.14036767354107352,0.3803131991051454,0.004663287336108107,0.013422818791946307,0.07614148637216107,0.37360178970917224,0.08817024128945958,0.6778523489932886,0.36129753914988816
PFG,113.9800033569336,N/A,0.5220073162285817,0.8612975391498882,0.28247267223272904,0.832214765100671,0.14283481663725864,0.5906040268456375,0.00026332961382206634,0.008948545861297539,0.5732662192393736
PG,144.5500030517578,N/A,0.036015004954638954,0.11185682326621924,0.08336574003340366,0.3668903803131991,0.02867180972040414,0.14317673378076062,0.029009995430625143,0.29977628635346754,0.23042505592841162
